headline,short_description,authors,date
Global Economy Increasingly Vulnerable To Another Financial Shock,"Seven years after the outbreak of the global financial crisis, there are growing indications that the temporary solutions that were imposed through monetary policy by central banks are becoming ineffective. In all likelihood, a new global downturn in economic growth is in the cards.","Sheldon Filger, ContributorFounder, GlobalEconomicCrisis.com",2015-10-03
"Job Growth Slows In Last Two Months, Unemployment Still 5.1 Percent","(Updates with labor market figures) * Nonfarm payrolls increase 142,000 in September * Unemployment rate steady at 5.1 percent","Jason Lange, Reuters",2015-10-02
Sandwich Chain Jimmy John’s Plans October IPO,"The deal will value the company around $2 billion, people who have seen the deal documents say.",Ben Walsh and Dave Jamieson,2015-10-01
10 Cities Where You Don’t Want to Get Sick,"About 440,000 people die in the United States each year as a result of a preventable hospital error. Despite the precautions",,2015-09-30
These 5 Companies Are Trying To Spark A Parental Leave Revolution,They have a lot of work to do.,Emily Peck,2015-09-29
Audi Says 2 Million Cars Affected By Volkswagen Emissions Scandal,The cars were outfitted with software that let them cheat on U.S. emissions tests.,,2015-09-28
Gap CEO On Why Running Beats Stress,"""I get that moment when my head clears.""",Jenny Che,2015-09-28
Big Banks Call For 'Strong' Climate Deal,"Without government action, they say, private investment won't be enough.",Ben Walsh,2015-09-28
Public Markets Are Great Equalizers In An Age Of Inequality,Markets are some of the few remaining places where people of different economic classes still interact.,Alexander C. Kaufman,2015-09-26
Ralph Nader Opens Museum Devoted To Suing Big Business,"The American Museum of Tort Law will open on Sunday in Nader's hometown of Winsted, Connecticut.",,2015-09-25
10 Charts That Prove Americans Want Companies To Do Better,"That's ""companies,"" plural. Not just Volkswagen.",Jenny Che,2015-09-24
VW Sent Customers Letters In April Warning Of Emissions Glitch,"In April of 2015, Volkswagen of America, Inc. (VOWG_p.DE) sent letters to California owners of diesel-powered Audis and Volkswagens","Alexandria Sage, Reuters",2015-09-24
Unlikely Coalition Forms To Back Renewable Energy,"Starbucks, Walmart and others are setting tough new goals for themselves.",Jenny Che,2015-09-23
The Boy With 46DD Breasts,A mother finally discovers what a prescription drug did to her son.,,2015-09-23
Finding the Smoking Gun,A junior personal injury lawyer stumbles on the most explosive piece of evidence yet.,,2015-09-22
11 Million Volkswagens Were Fitted With Software At Center Of Emissions Scandal,Carmaker plans to set aside $7.3 billion to deal with service costs.,,2015-09-22
The Feds Start Circling Johnson & Johnson,"Since he had begun taking Risperdal, Austin Pledger was having fewer tantrums. The reports Benita Pledger read from her son’s",,2015-09-21
"Horrified By Johnson & Johnson's Tactics, A Sales Rep Wears A Wire","For nearly a decade, Vicki Starr led a double life.",,2015-09-20
5 Reasons People May Not Be Following Your Leadership,"There are times throughout a leader's tenure that they must look behind them and see if anyone is following. We've probably all known ""leaders"" who were leaders in name only. Losing your influence often does not happen quickly but, rather, happens over a period of time.","Timothy Parsons, ContributorLeader, Entrepreneur, and Writer at www.timparsons.me",2015-09-19
"Atlantic City Casino Can Regulate Waitresses' Weight, Ruling Says",The state appeals court said the casino's personal appearance standards are allowed.,"Wayne Parry, AP",2015-09-18
Janet Yellen Explains How The Fed Reduces Income Inequality,"In July, the Fed chair sparked controversy by suggesting the central bank couldn't address high rates of African-American unemployment.",Daniel Marans,2015-09-18
Why The Recovery Doesn't Feel Like A Recovery,Important parts of the economy appeared to be totally stuck in neutral last year.,Shane Ferro,2015-09-16
The Case Against Raising Interest Rates,To raise rates now would be an unfortunate signal from the Fed that the current job market is as good as it gets.,Ben Walsh,2015-09-16
"Despite Ongoing Controversies, Uber CEO Thinks The Company Could Take Over San Francisco Streets",Travis Kalanick wants to see a day when every car in the city is an Uber.,Mollie Reilly,2015-09-16
"UAW, FCA Still Negotiating Under 'Hour-By-Hour' Contract Extension",UAW officials could direct members to stop work at any time if talks hit an impasse.,"Bernie Woodall & Joseph White, Reuters",2015-09-15
Google's Self-Driving Car Project Just Stepped Up Its Game,It's starting to look less like Google and more like its own company.,,2015-09-14
Subway Received A 'Serious' Complaint About Jared Years Ago,The company says it regrets that the complaint was not properly handled.,Michael McLaughlin,2015-09-12
How to Invite Inqiury (6.5),"No matter how skillfully you express your view, if your counterpart disagrees he may oppose it immediately. This can start a conflict in which both of you harden your positions. At best, this will detract from mutual learning; at worst, it will produce a stalemate.","Fred Kofman, ContributorFounder and Chairman, Conscious Business Center International",2015-09-12
How to Really Listen in a Difficult Conversation (6.2),"It is precisely when listening is most important, that you want to listen the least.","Fred Kofman, ContributorFounder and Chairman, Conscious Business Center International",2015-09-12
"CVS Still Sells Oreos, But Wants You To Walk More To Find Them","And, hey, maybe you'll get distracted by some healthy food along the way.",Jenny Che,2015-09-11
Bank Accused Of Racist Lending Practices Settles Suit With New York State,"The settlement includes an $825,000 fund to boost homeownership in the neglected areas.",Ryan Grenoble,2015-09-10
A Taxi Mishap May Have Inspired Uber's Domination,CEO Travis Kalanick has bad history with taxis.,Alexander C. Kaufman,2015-09-08
Why Board Leadership Fails,"Where is the leadership? Is it tainted or toppled by hubris, narcissism, megalomania or some other tragic human frailty?","Faisal Hoque, ContributorEntrepreneur, Author | Founder of SHADOKA and other companies....",2015-09-07
"Back to Cash, Back to Basics -- Buying Stocks for a Discount","It's a very choppy market and we've gone mainly to cash, but that doesn't mean we won't be agreeing to take other people's money in exchange for our promise to buy their stock if it gets 20% cheaper than it is now.","Phil Davis, ContributorStock Strategist, Entrepreneur, Writer and Publisher of http:/...",2015-09-07
Introducing the Kosher HECM Reverse Mortgage,"This article summarizes the dysfunctional features of the existing non-kosher market, and describes the major features of the kosher version.","Jack M. Guttentag, ContributorProfessor of Finance Emeritus at the Wharton School of the Uni...",2015-09-06
5 Habits of Leaders Who Create Change,,"Kirsten Taberner-Siggins and Kathy Taberner, ContributorMother/Daughter Executive Coach Duo • Curiosity Experts • Auth...",2015-09-05
"U.S. Economy Adds 173,000 Jobs; Unemployment Falls To 5.1 Percent",The unemployment rate just hit a 7-year low.,"Lucia Mutikani, Reuters",2015-09-04
Salesforce Wants To Give Health Care 21st-Century Customer Service,Could this be the key to making health care more like every other service?,Jeffrey Young,2015-09-02
Chipotle Sued For Misleading GMO Claims,(Reuters) - Chipotle Mexican Grill Inc's new GMO-free menu claims have lured diners and boosted the burrito chain's stock,"Lisa Baertlein and Jonathan Stempel, Reuters",2015-08-31
Unions Plot Major Push After Landmark Labor Ruling,"Union leaders see the potential impact of the ruling as being a ""game changer.""",,2015-08-29
Twitter Is The Latest Tech Company To Half-Heartedly Commit To Diversity,The company wants to increase the number of women and minorities on its tech and leadership teams.,Shane Ferro,2015-08-28
Why Millennials Aren't Forming New Households,"If the percentage of young adults who are living at home with their parents is still so high, how can the number of new households be growing?","Kriston Capps, Citylab",2015-08-28
Why Big Corporations Like Gap And eBay Are Mobilizing Against Climate Change,"They're calling climate change ""one of America’s greatest economic opportunities of the 21st century.""",Shane Ferro,2015-08-27
Why Even Women At The Very Top Can't Get Equal Pay,The downsides of not being in the old boys' club.,Shane Ferro,2015-08-26
Walmart's Plan To Stop Selling AR-15s Has A Major Flaw,"If history is any indication, sales are going to skyrocket soon.",Alexander C. Kaufman,2015-08-26
"Chipotle Plans To Hire 4,000 Workers On A Single Day In September","As the economy improves, a good burrito maker is increasingly hard to find.",Emily Peck,2015-08-24
Trump and Amazon: Are We Losing With All Our Winning?,"The crescendo of complex, interconnected social, political, economic, financial, and ecological crises now upon us may be the direct result of our hyper-competitive, ""winners and losers"" driven narrative.","John Fullerton, ContributorFounder and President, Capital Institute",2015-08-22
These Roads Could Recharge Your Electric Car As You Drive,The high-tech highways just might change the game for EV road trips.,"Julian Spector, Citylab",2015-08-20
Startup Insider: Cherubic Ventures Partner Tina Cheng and the Rising Taiwan Startup Scene,"Today, we're featuring Tina Cheng from Cherubic Ventures. Tina had worked in Silicon Valley tech giants Yahoo and CISCO before deciding to return to her home country Taiwan to become an entrepreneur.","David Ongchoco, ContributorStudent Entrepreneur, University of Pennsylvania",2015-08-16
The Next 11 States to Legalize Marijuana,Marijuana prohibition is entering its 78th year. Colorado’s marijuana law went into effect at the beginning of last year,,2015-08-14
Ceiling Collapses During Concert In Minneapolis,MINNEAPOLIS (AP) — The ceiling of a landmark Minneapolis concert venue partially collapsed during a show late Wednesday,,2015-08-13
How Digital Tipping Could Make Us More Generous Customers,Or just develop a guilt complex.,"Aria Bendix, Citylab",2015-08-12
Uber Is Serving New York’s Outer Boroughs More Than Taxis Are,The recent debate between Uber and New York City Mayor Bill de Blasio over whether the ride-for-hire company was exacerbating,,2015-08-11
"Jack Dorsey Bought A Bunch Of Twitter Shares, And It's Working Out Great","The interim CEO purchased 31,000 shares Monday.",Jenny Che,2015-08-10
"Hail Smashes Passenger Jet's Windshield, Forces Emergency Landing","""This was the scariest 10 minutes of my life.""",Ed Mazza,2015-08-10
"Steady Job Growth Is Still Not Boosting Workers' Pay, New Numbers Show",Wages barely budged in July's jobs report -- but the Fed still seems poised to raise interest rates.,Daniel Marans,2015-08-07
"U.S. Adds 215,000 Jobs In July; Unemployment Rate Lingers At 5.3%",Not bad.,"Lucia Mutikani, Reuters",2015-08-07
"Payday Lender Blocked Access To Customer Accounts, Lawsuit Claims","Borrowers were unable to see how much they still owed, the suit says.",Ben Walsh,2015-08-06
The Economic Recovery Is Super-Sizing Houses,"Square footage is growing faster now than it did during the housing boom, but the culture of the McMansion may be changing.","Kriston Capps, Citylab",2015-08-05
